,Handle,Text,sentiment
273,@TheaSajid,"Ketua DPR: Draft RUU Cipta Kerja Hanya Dicek Acak, World Bank Justru Memujinya?

Sdhlah rapat larut mlm saat weekend demi sahnya RUU Cilaka ini, trnyata eh trnyata pimpinan DPR mengaku bhw dia slama ini hny mengecek scr acak draft final UU Cipta Kerja. Simak video d Channel MMC!",1
274,@HussenEri,"Sudahlah rapat larut malam saat weekend demi sahnya RUU Cilaka, ternyata eh ternyata pimpinan DPR mengaku bahwa dia selama ini hanya mengecek secara acak draft final UU Cipta Kerja. Astaghfirullah!! Tonton fakta selengkapnya dalam video serba-serbi..Ketua DPR: Draft RUU Cipta Kerja Hanya Dicek Acak, World Bank Justru...
Pengesahan UU Cipta Kerja sudah dua minggu berlalu. Sudahlah rapat larut malam saat weekend demi sahnya RUU Cilaka ini, ternyata eh ternyata pimpinan DPR men...
youtube.com",1
275,@RusliPrasetyo,"Membalas 
@skullcmdr
 @CCICPolri
  dan 15 lainnyaSaya lebih mempertanyakan kinerja 
@KPAI_official
 & 
@KomnasHAM
  Apa pendemo yg ditangkap karena merusuh saat aksi tolak Omnibus Law & RUU Cipta Kerja lebih bernilai dibandingkan kasus (maaf) PEMERK0SAAN?

Mungkin para anggota KPAI & Komnas HAM tidak lahir dari seorang wanita ya?",1
277,@OJussku,"Ketua DPR : Draft RUU Cipta Kerja Hanya Dicek Acak, World Bank Justru Memujinya?
Simak selengkapnya Ketua DPR: Draft RUU Cipta Kerja Hanya Dicek Acak, World Bank Justru...
Pengesahan UU Cipta Kerja sudah dua minggu berlalu. Sudahlah rapat larut malam saat weekend demi sahnya RUU Cilaka ini, ternyata eh ternyata pimpinan DPR men...
youtube.com",1
278,@DakwahKhilafah,"Sudahlah rapat larut malam saat weekend demi sahnya RUU Cilaka, ternyata eh ternyata pimpinan DPR mengaku bahwa dia selama ini hanya mengecek secara acak draft final UU Cipta Kerja. Astaghfirullah!! Tonton di channel YouTube MMC.

Keywords:
RUU Cipta Kerja
Draf RUU Cipta Kerja",1
286,@Rere_kus,"#OmnibusLaw  ini hasil dari mereka yg ngesahin ruu cipta kerja.
Sampah.",1
287,@kompascom,"Sejak awal proses pembentukan, omnibus law RUU Cipta Kerja mendapat penolakan dari sejumlah kalangan, khususnya kaum buruh.Setahun Jokowi dan Pidatonya soal Omnibus Law RUU Cipta Kerja
Sejak awal proses pembentukan, omnibus law RUU Cipta Kerja mendapat penolakan dari sejumlah kalangan, khususnya kaum buruh.
nasional.kompas.com",1
303,@IkaNurh50854440,"Ketua DPR: Draft RUU Cipta Kerja Hanya Dicek Acak, World Bank Justru Memujinya? | Serba-serbi MMC

Pengesahan UU Cipta Kerja, oleh pimpinan DPR mengaku bahwa dia selama ini hanya mengecek secara acak draft final UU Cipta Kerja. Astaghfirullah!!Ketua DPR: Draft RUU Cipta Kerja Hanya Dicek Acak, World Bank Justru...
Pengesahan UU Cipta Kerja sudah dua minggu berlalu. Sudahlah rapat larut malam saat weekend demi sahnya RUU Cilaka ini, ternyata eh ternyata pimpinan DPR men...
youtube.com",1
305,@nokhabibi_,"Membalas 
@gjynmmnggllagiJurus kilat ala sistem kebut skripsi layaknya mahasiswa semester tua, RUU Omnibus Law ini ngebet dan ngebut digarap di Senayan.  Fixed, RUU Cipta Kerja disahkan menjadi UU Ciptaker dalam sidang paripurna yang hasilnya jauh dari kata sempurna.
#OmnibusLawSengsarakanPerempuan",1
309,@UmmiAzzam12,"Keywords:
RUU Cipta Kerja

Sudahlah rapat larut malam saat weekend demi sahnya RUU Cilaka, ternyata eh ternyata pimpinan DPR mengaku bhw dia selama ini hny mengecek secara acak draft final UU Cipta Kerja. Tnton fkta selengkapnya dlm video serba-serbi pagi ini di YouTube MMC...",1
310,@AZahiduddin,"Ketua DPR: Draft RUU Cipta Kerja Hanya Dicek Acak, World Bank Justru Memujinya? | Serba-serbi MMC

Demi sahnya RUU Cilaka ini, ternyata eh ternyata pimpinan DPR mengaku bahwa dia selama ini hanya mengecek secara acak draft final UU Cipta Kerja.Ketua DPR: Draft RUU Cipta Kerja Hanya Dicek Acak, World Bank Justru...
Pengesahan UU Cipta Kerja sudah dua minggu berlalu. Sudahlah rapat larut malam saat weekend demi sahnya RUU Cilaka ini, ternyata eh ternyata pimpinan DPR men...
youtube.com",1
311,@PutriTu76142314,"Kw : 
Draf RUU Cipta Kerja

Sudahlah rapat larut malam saat weekend demi sahnya RUU Cilaka, ternyata eh ternyata pimpinan DPR mengaku bahwa dia selama ini hanya mengecek secara acak draft final UU Cipta Kerja.Tnton fkta selengkapnya dlm video serba-serbi pagi ini di YouTube MMC.",1
316,idz_h@rrison_jordan,"Penambahan Kewenangan Polisi pada Omnibus Law RUU Cipta Kerja Dinilai Rentan Korupsi

https://m.tribunnews.com/amp/nasional/2020/07/12/penambahan-kewenangan-polisi-pada-omnibus-law-ruu-cipta-kerja-dinilai-rentan-korupsi…",1
317,@AZAZIL_AlHaritz,"Kalean udah baca isi RUU cipta kerja mbut ??
Slama ini yg kalean kritisi slalu jd blunder balik buat kalean sndiri...
& apanya yg brgoyang ??
Firza husein ??
@FPI_Islam
@HrsCenter
@MUIPusat
https://jakarta.suara.com/amp/read/2020/10/19/133535/pa-212-istana-bergoyang-gorang-dengan-kalimat-revolusi-habib-rizieq?__twitter_impression=true…",1
322,@masaryaduta,"Abraham Samad menyebut diskursus investasi dan penyediaan lapangan kerja dalam RUU Cipta Kerja ini menyesatkan. Terkesan memberi kemudahan kepada pemodal, tetapi abai dengan hak-hak kelas sosial rentan, salah satunya pekerja.Abraham Samad Khawatir UU Ciptaker Berpotensi Jadi Korupsi Legislasi
Abraham Samad menyebut diskursus investasi dan penyediaan lapangan kerja dalam RUU Cipta Kerja juga menyesatkan.
monitor.co.id",1
329,@sinyo_dimas,"Membalas 
@detikcomYaelah cebong caper amat.  Lah gerombolan PDIP KEMANA PAS RAKYAT BUTUH PENJELASAN SOAL RUU CIPTA KERJA???? GAK USAH SOK SOK MENYOROTI KINERJA KEPALA DAERAH DULU DEH!!",1
331,@muh_rhezaaditya,"Tembus pagi, kenapa? Karena hari ini sampai tanggal 22 Oktober adalah suara rakyat u/ membatalkan RUU Cipta Kerja.",1
332,@KamalRoland,"Membalas 
@kumparanBlunder RUU CIPTA KERJA hanya satu arah investor China 

Makanya negara negara lain keberatan dan Indonesia bisa masuk krisis kalau tidak di Cabut",1
333,@Minang_cyber,"Membalas 
@Rizvan168Mereka pikir halte busway jga ikut rapat RUU cipta kerja x ",1
335,@PolresTolitoli,"Disela sela aksi unras penolakan ruu cipta kerja dir sabhara pimpin Sholat Dzuhur berjamaah
#JagaDamaiIndonesia",1
336,@ntt_one,"Para Pendeta Sikapi Omnibus Law RUU Cipta KerjaPara Pendeta Sikapi Omnibus Law RUU Cipta Kerja
JAKARTA.Lenterakristiani.com-Sebanyak 104 pendeta lintas denominasi, mengeluarkan pernyataan bersama menyikapi pengesahan Omnibus Law RUU Cipta Kerja ini yang dijadwalkan pada hari ini, Kamis (16/7)....
lenterakristiani.com",1
337,@AryaWidipa,"Membalas 
@EmillyLuwita46Brarti ada kepentingan bisnis di +62 makanya Jokowi suruh batalkan RUU Cipta Kerja.",1
338,@BEMUNS,"Kini Omnibus Law yang sudah disahkan harus segera dibatalkan. Judical Review bukanlah opsi yang bisa diandalkan. Rakyat harus mendesak Presiden untuk mengeluarkan Perppu batalkan Omnibus Law RUU Cipta Kerja.

#BatalkanOmnibusLaw 
#MosiTidakPercaya
#JegalSampaiGagal",1
339,@BEMUNS,"Satu tahun kepemimpinan Jokowi-Ma'ruf Amin menimbulkan berbagai masalah. Mulai dari penanganan covid-19 yang tidak tentu arah, hingga disahkannya Omnibus Law RUU Cipta Kerja.

#BatalkanOmnibusLaw
#MosiTidakPercaya
#JegalSampaiGagal",1
340,@engga62697832,Jangan Mudah Termakan Hoax ! Baca dan Pahami Isi RUU Omnibus Law Cipta Kerja Sangatlah Bermanfaat Untuk Kemajuan Bangsa Indonesia,1
344,@jpnncom,"Gubernur Ganjar Pranowo sudah mendapat laporan terkait 11 pedemo yang positif covid-19 usai adanya aksi demo menolak RUU Cipta Kerja. #klasterCOVID-1911 Pedemo Positif Covid-19 di Semarang, Begini Reaksi Pak Ganjar
Gubernur Ganjar Pranowo sudah mendapat laporan terkait 11 pedemo yang positif covid-19 usai adanya aksi demo menolak RUU Cipta Kerja.
m.jpnn.com",1
353,@CNNIDdaily,"Wali kota Surabaya Tri Rismaharini,Senin pagi,memberi pengarahan untuk 58 pelajar SD dan SMP. Mereka sebelumnya tertangkap polisi,karena terlibat kerusuhan dalam aksi penolakan RUU Cipta Kerja 8 Oktober http://lalu.youtu.be/ou-OtiGfmBo",1
354,@rani_bening,(1/2) GUYS yuk dibaca infografis ini terkait dengan RUU Cipta Kerja yang sebentar lagi di sah kan oleh presiden! biar kita bisa menyikapi dengan benar sesuai ilmu perundang-undangan! ,1
355,¥@N'$,"RUU CiptaKerja
RUU SapuJagat
Pesimis ...
Tapi harus tetap optimis...
Karena ...
Diatas langit ada langit",1
356,@marzukialie_MA,"Membalas 
@FahrihamzahBang FH, saya dapat link tentang proses RUU cipta kerja, saya yakin ini produk PD, bisa dibaca di link https://facebook.com/200803973954406/posts/637586790276120/?sfnsn=scwshwa…",1
357,@HarleziN,"seperti nya RUU Cipta Kerja,.
akan sama seperti RUU KPK beberapa waktu lalu,.
#sekaliketokpantangdibatalkan",1
358,@rahmatrudi9,"ruu cipta kerja tidak hapus upah minimum, hukum upah lembur semakin jelas, cuti & perlindungan kepada pekerja wanita tetap ada
#OmnibusLawBangunBangsa",1
359,@threadreaderapp,"Membalas 
@maulana__idGuten tag, the unroll you asked for: 
@Blacckspiderrr
: Mencoba Untuk Memahami UU Cipta Kerja OmnibusLaw ---Utas-- 1.""RUU Ciptaker mendorong reformasi… https://threadreaderapp.com/thread/1318153919411802112.html… Enjoy :) ",1
360,@AndiliRidwan,waktu kerja yang di atur dalam RUU cipta kerja menguntungkan buruh #OmnibusLawBangunBangsa,1
361,@SweetMacarons2,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton video serba-serbi pagi ini hanya di channel YouTube MM",1
362,@hariankompas,"Pemerintah meyakini, implementasi keringanan pajak untuk perusahaan terbuka serta pengesahan RUU Cipta Kerja menjadi undang-undang bisa mengembalikan denyut nadi pasar modal yang awal tahun ini sempat redup karena pandemi Covid-19.

#Ekonomi #adadikompas 
https://kompas.id/baca/ekonomi/2020/10/19/pemerintah-berupaya-kembalikan-denyut-nadi-pasar-modal/#utm_source=medsos_twitter&utm_medium=link…",1
363,@MAJALAH_GATRA,"Akademisi menemukan sejumlah pasal “selundupan” dalam UU Cipta Kerja. Yang bermasalah dalam pembahasan RUU pertanahan, masuk UU Ciptaker lewat jalur cepat. Klaster pendidikan membingungkan? #UUCiptaKerja #OmnibusLaw",1
365,@schfess,sch! guys msh ada yg nyimpen thread RUU cipta kerja kmrn ngga? aku mau minta buat tugas hehe thankyouuu,1
366,@PolsekTempuran1,Bertempat di Rumah Makan Progowati  Srowol Mungkid ..Senin (19 /10 /2020) Aliansi masyarakat Kabupaten Magelang mendeklarasikan cinta damai menolak demo anarkis dalam menyikapi RUU Cipta Kerja.,1
367,@jentera,"DPR memotong tahapan dalam proses pembahasan RUU Cipta Kerja. Badan Legislasi membentuk dan melakukan pembahasan melalui Panitia Kerja, tanpa melalui Rapat Kerja Badan Legislasi.",1
368,@rtriskalbs74,"Gembar gembor teriak tolak RUU Cipta Kerja waktu itu. Giliran di tanya isi nya malah gatau. Kamu ga harus paham untuk semua hal, tapi paling enggak kamu tau apa maksud, isi dan tujuan nya sebelum demo kemarin. Jadi, waktu itu ikut demo ingin aspirasi atau konten nih?",1
370,@Fredrick_T,"Membalas 
@detikcom
 dan 
@20detikSudah baca RUU Cipta Kerja belum ..?!?",1
371,@AriAhmadSani1,"Membalas 
@jokowingurus urusan receh begini...
Ya ampuuuuun... Melemahkan KPK! Meremehkan covid-19 d awal .. tergesa ² mengesahkan RUU ciptakerja, dulu bilang produksi vaksin covid-19 minta dipercepat abis itu bilang produksi vaksin butuh detail dan hati2...blunder terus!",1
372,@IrnaThalita,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Komisioner Komnas Perempuan, Bahrul Fuad menilai bahwa kondisi tersebut bisa muncul dari pasal-pasal y",1
373,@Dodok45090546,"Dukung RUU CIPTA KERJATweet Kutipan
Pratama Bahari
@PratamaBahari5
 · 10j
Dukungan UU Cipta kerja dari beberapa tokoh DIY #DukungUUCiptakerja",1
374,@AhmarMarsala,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. #DakwahKhilafahDakwahIslam #MuslimahWajibDakwahKhilafah",1
375,@EkoFirman15,"Mari saudara ku bersama sama melawan virus Hoax atau kebodohan 
. Belum di baca dan di  simak RUU CIPTA KERJA onimboslaw. Udah pada anarkis terbawa hoax. BAPAK GATOT NORMANTIO senyum sedih 
 melihat anak buah bodoh. Anarkis.BAPAK GATOT NORMANTIO jadi malu 
 garaTweet Kutipan
Rani Kancana
@RaniKancana
 · 11j
Membalas @AyaniMel @Bersamasahabat4  dan 17 lainnya
Musibah...",1
378,@polsek_kajoran,"Masyarakat Kab.Magelang Cinta Damai dan Menolak Demo Anarkis.

Siang ini, Aliansi Masyarakat Kab.Magelang Deklarasi cinta Damai Menolak Demo Anarkis menyikapi Perkembangan Situasi Demo Anarkis menolak Pengesahan RUU Cipta Kerja dibeberapa wilayah, Senin , (19/10/2020).",1
379,@PolsekMuntilan1,"Masyarakat Kab. Magelang Cinta Damai dan Menolak Demo Anarkis

Siang ini , Aliansi Masyarakat Kab. Magelang Deklarasi Cintai Damai Menolak Demo Anarkis menyikapi perkembangan situasi Demo Anarkis menolak pengesahan RUU Cipta Kerja di beberapa wilayah, Senin(19 /10/2020)",1
381,@Bint4ng211,"RUU Cipta Kerja hadir salah satu tujuannya untuk menyederhanakan regulasi izin usaha dan berinvestasi. Regulasi penyederhanaan perizinan yang sebelumnya terdapat tumpang tindih, prosedur dan kemudahan dalam proses perizinan, serta memberikan kepastian hukum dalam berusaha.",1
382,@Bint4ng211,"RUU Cipta Kerja hadir untuk mengatasi konflik UU secara cepat, efektif dan efisien, menyeragamkan kebijakan pemerintah baik di tingkat pusat maupun di daerah utuk menunjang iklim investasi, serta mempermudah pengurusan perizinan sehingga lebih terpadu, efisien, dan efektif",1
383,@jpnncom,"Gubernur Ganjar Pranowo kembali menegaskan bila tidak melarang masyarakat demonstrasi terkait RUU Cipta Kerja. #GanjarPranowoGanjar: Kami Tidak Larang Orang Menyampaikan Aspirasi
Gubernur Ganjar Pranowo kembali menegaskan bila tidak melarang masyarakat demonstrasi terkait RUU Cipta Kerja.
m.jpnn.com",1
384,@humasngablak,"Masyarakat Kab. Magelang Cinta Damai dan Menolak Demo Anarkis. Aliansi Masyarakat Kab. Magelang Deklarasi Cintai Damai Menolak Demo Anarkis menyikapi perkembangan situasi Demo Anarkis menolak pengesahan RUU Cipta Kerja di beberapa wilayah, Senin(19 /10/2020)",1
385,@hukumkorporat,ngambil team pro dalam disahkan nya ruu cipta kerja wdyt????,1
388,@ds_sbg,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton video serba-serbi pagi ini hanya di channel YouTube MMC dg ketik: perbudakan legal",1
390,@DonjuanX8,"Jangan Percaya Hoax y guys,,,, 
Be Smart,,,,,,!!! Sejak awal Pemerintah Menyampaikan RUU Cipta Kerja Pada 14 Februari 2020
SHARE Man Temans

Naskahnya Sudah bisa diakses di laman resmi https://ekon.go.id/info-sektoral/15/6/dokumen-ruu-cipta-kerja…
BarisanProCiptaKerja
#OmnibusLawBangunBangsa 
@BPrima777
 @Bakoto71",1
391,@kompasiana,"RUU Cipta Kerja dan Negeri di Atas KertasRUU Cipta Kerja dan Negeri di Atas Kertas
RUU Cipta Kerja yang disahkan DPR pada hari senin 05/10/2020 masih menjadi primadona paling seksi minggu ini. Bahkan dalam seminggu terakhir, koran be
kompasiana.com",1
392,@hidcom,"PKS memberikan beberapa catatan kritis tentang hal ini, terutama mengenai seberapa besar RUU Cipta Kerja ini dapat membantu ekonomi Indonesia pulih setelah tertekan pandemi Covid-19.PKS Sebut UU Omnibus Law Tidak Menjawab Persoalan Fundamental
Adapaun, Anis memberikan beberapa catatan kritis tentang hal ini, terutama mengenai seberapa besar RUU Cipta Kerja ini dapat membantu ekonomi Indonesia pulih setelah tertekan pandemi Covid-19.
hidayatullah.com",1
393,@HmzUmm,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton di channel YouTube MMC dg ketik: perbudakan legal",1
394,@koalamurumbo,"Pengesahan omnibus law RUU Cipta Kerja tidak akan diikuti oleh Pemutusan Hubungan Kerja (PHK) yang meluas. Dalam UU yang baru disahkan ini, perlidungan untuk pekerja tetap utuh. 
Putera Satria Sambijantoro
Ekonom Bahana Sekuritas",1
395,@Aliragil86,"Membalas 
@Ch_ChotlmahLadang Sertifikat Halal nya MUI sudah lenyap gara2 RUU CIPTA KERJA..",1
397,@VitaAnisa9,amarah masyarakat (terutama buruh dan mahasiswa) mengenai keputusan RUU Cipta Kerja yang baru saja disahkan memicu banyak kontroversi.,1
398,@widiasututi,"Jika pun itu terjadi, pasti karena ada tukang kompor yang mau memainkan kesempatan sebagai penumpang gelap. Omnibus Law RUU Cipta Kerja, menurut seorang senior adalah sebuah bis yang bagus konstruksi dan aksesorisnya",1
399,@widiasututi,"Bahwa inisiatif RUU Cipta Kerja dari Presiden Jokowi, memang iya. Tetapi di parlemen lah rancangan itu mesti dikorek, diblejeti, dibedah, dibantai bahkan ditolak. Salah sasaran kalau rakyat menekan Presiden",1
400,@NajihahNikika,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton video serba-serbi pagi ini hanya di channel YouTube MMC...Tak Ada Hati! Perbudakan Legal Oleh Negara, Perempuan Lagi-lagi Jadi...
Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh terma...
youtube.com",1
404,@yusuf_dumdum,"Omnibus Law RUU cipta kerja adalah angin segar bagi rakyat, terutama pelaku UMKM.

Tapi bagi sebagian kelompok yg kepentingannya terganggu, maka Omnibus Law bisa jd ancaman!

Semoga dg kemudahan ini akan semakin banyak kawan2 buruh jd pelaku usaha biar gak ribut soal cuti & PHK!",1
405,@NajihahNikika,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton video serba-serbi pagi ini hanya di channel YouTube MMC...",1
408,@CNNIDdaily,"Menteri Keuangan, Sri Mulyani menyampaikan, Indonesia mendapat respons positif dari sejumlah lembaga multilateral atas pengesahan RUU Cipta Kerja. 
-
VIDEO: Sri Mulyani Sebut Lembaga Asing Puji RUU Cipta KerjaVIDEO: Sri Mulyani Sebut Lembaga Asing Puji RUU Cipta Kerja
Menkeu, Sri Mulyani menyampaikan, Indonesia dapat respons positif dari sejumlah lembaga multilateral atas pengesahan RUU Cipta Kerja.
cnnindonesia.com",1
409,@YantiKinan,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton video serba-serbi pagi ini hanya di channel YouTube MMC...0:07
2 tayangan",1
410,@marelliaprhtna,"Kasus sekolah ini terttup sma RUU Cipta kerja yg kmarin ""katanya"" sudah disahkan jadi UU Cipta Kerja, 

Malah muncul maslah baru lagi, pendidikan ada di dalam pasal UU Cipta Kerja",1
411,@yusuf_dumdum,"Sejak awal kalau begini kan enak. Semua itu berawal dari komunikasi. Pemerintah dalam hal ini kementrian terkait ayo perbaiki komunikasinya.

Bukankah banyak jubir? Ruu Cipta kerja kan tujuannya mulia, tapi gegara ada banyak hoax jd banyak yg tersesat!Susun PP UU Cipta Kerja, Istana Akan Tampung Masukan NU dan Muhammadiyah Halaman all - Kompas.com
Pemerintah menjaring masukan dari seluruh pemangku kepentingan terhadap UU Cipta Kerja dalam menyusun peraturan turunan UU Cipta Kerja. Halaman all
nasional.kompas.com",1
412,@kkpgoid,"#SahabatBahari, RUU Cipta Kerja juga menguntungkan di bidang komunikasi dan informasi. Salah satunya optimalisasi sumber daya. Simak poin pentingnya melalui infografis berikut yuk.

#KKP #KKPGOID  #OmnibusLawDemokrasiInformasi",1
413,@kang_mul19,"Dengan tetah disahkannya RUU Cipta Kerja menjadi UU Cipta Kerja. Artinya Negara hadir dalam bentuk hubungan Industrial Pancasila yang mengutamakan hubungan Tripatrit antara pemerintah, pekerja, pengusaha
@PerekonomianRI
 

#OmnibusLawDemokrasiInformasiResmi Disahkan, Airlangga Hartarto Yakin UU Ciptaker Bisa Lindungi Buruh yang Jadi Korban PHK -...
Airlangga Hartarto sangat yakin bahwa UU Ciptaker yang baru saja disepakati itu akan tetap melindungi tenaga kerja yang menjadi korban PHK.
bekasi.pikiran-rakyat.com",1
414,@Markonah76,"Pemerintah telah mengesahkan Rancangan Undang-Undang (RUU) Cipta Kerja menjadi undang-undang.

Salah satu yang tertuang dalam UU Cipta Kerja yakni tentang penyiaran.
@kemkominfo
#OmnibusLawDemokrasiInformasi",1
